# x,F2,stat.,syst.,
0.5095,0.1782,0.001537,0.008052,
0.5185,0.1885,0.001606,0.009462,
0.5275,0.1991,0.001678,0.01177,
0.5365,0.2255,0.001843,0.01187,
0.5455,0.2412,0.001966,0.01199,
0.5545,0.2672,0.002123,0.01145,
0.5635,0.284,0.002252,0.01817,
0.5725,0.2838,0.002084,0.01416,
0.5815,0.2717,0.001975,0.01267,
0.5905,0.2477,0.001835,0.0159,
0.5995,0.2144,0.001652,0.01575,
0.6085,0.1755,0.001449,0.01467,
0.6175,0.1439,0.001293,0.01247,
0.6265,0.1185,0.001154,0.009408,
0.6355,0.0974,0.001036,0.008285,
0.6445,0.08168,0.0009366,0.008461,
0.6535,0.06735,0.0008995,0.00711,
0.6625,0.05604,0.0007138,0.00506,
0.6715,0.04751,0.0006224,0.00373,
0.6805,0.03975,0.0005373,0.003143,
0.6895,0.03237,0.0004662,0.003116,
0.6985,0.02713,0.0004051,0.003461,
0.7075,0.02277,0.0003581,0.003042,
0.7165,0.01646,0.0002768,0.002392,
0.7255,0.01274,0.0002174,0.0004494,
0.7345,0.008128,0.0001413,0.0002846,
0.7435,0.003853,0.00006837,0.0001294,
0.875,0.2305,0.2869,0.002305,0.02938
0.2395,0.3117,0.000926,0.02748,
0.2485,0.2902,0.000855,0.02238,
0.2575,0.2778,0.0008683,0.01976,
0.2665,0.2704,0.00106,0.01787,
0.2755,0.2664,0.001083,0.01876,
0.2845,0.284,0.001173,0.01833,
0.2935,0.3166,0.001324,0.02027,
0.3025,0.3266,0.001406,0.01829,
0.3115,0.3066,0.001397,0.01578,
0.3205,0.2726,0.001333,0.01349,
0.3295,0.2448,0.0013,0.01161,
0.3385,0.2302,0.001317,0.0107,
0.3475,0.2292,0.001389,0.01052,
0.3565,0.2361,0.001483,0.01102,
0.3655,0.2626,0.001658,0.01294,
0.3745,0.2942,0.001871,0.01491,
0.3835,0.3118,0.002023,0.01357,
0.3925,0.2892,0.00196,0.01225,
0.4015,0.2454,0.001806,0.01066,
0.4105,0.2059,0.001671,0.008357,
0.4195,0.1895,0.001637,0.007301,
0.4285,0.171,0.001583,0.00635,
0.4375,0.1644,0.001586,0.005999,
0.4465,0.1551,0.001578,0.005593,
0.4555,0.1536,0.001612,0.005502,
0.4645,0.1495,0.00142,0.005308,
0.4735,0.1474,0.001431,0.00518,
0.4825,0.1467,0.001427,0.005136,
0.4915,0.148,0.001452,0.005252,
0.5005,0.1492,0.001451,0.005928,
0.5095,0.1543,0.001486,0.007249,
0.5185,0.164,0.001561,0.007898,
0.5275,0.1739,0.001628,0.008044,
0.5365,0.1856,0.001714,0.01031,
0.5455,0.2037,0.001817,0.0117,
0.5545,0.2207,0.001931,0.01196,
0.5635,0.2406,0.002069,0.01149,
0.5725,0.2622,0.002219,0.01087,
0.5815,0.2763,0.002311,0.009811,
0.5905,0.2704,0.002324,0.008484,
0.5995,0.2593,0.002284,0.009778,
0.6085,0.2293,0.002128,0.01431,
0.6175,0.1926,0.001951,0.01423,
0.6265,0.1573,0.002546,0.01566,
0.6355,0.1288,0.001636,0.01207,
0.6445,0.1057,0.001315,0.009452,
0.6535,0.08786,0.00112,0.008194,
0.6625,0.0722,0.0009839,0.007353,
0.6715,0.05898,0.0008576,0.005564,
0.6805,0.0484,0.0007557,0.003839,
0.6895,0.04183,0.0006756,0.003243,
0.6985,0.03501,0.0005954,0.003161,
0.7075,0.02812,0.0005056,0.003477,
0.7165,0.02284,0.0004357,0.00299,
0.7255,0.01818,0.0003657,0.002561,
0.7345,0.01408,0.0002988,0.001494,
0.7435,0.009134,0.0001961,0.0003098,
0.7525,0.00472,0.0001028,0.0001717,
0.925,0.2485,0.3231,0.00128,0.03252
0.2575,0.2909,0.0009236,0.02452,
0.2665,0.2809,0.0009163,0.02162,
0.2755,0.27,0.0009248,0.01944,
0.2845,0.2657,0.0009488,0.0201,
0.2935,0.2721,0.001185,0.01809,
0.3025,0.3019,0.001319,0.01948,
0.3115,0.3225,0.001423,0.01961,
0.3205,0.3118,0.001437,0.01812,
0.3295,0.2786,0.001377,0.01486,
0.3385,0.2484,0.001319,0.01274,
0.3475,0.2282,0.001303,0.0114,
0.3565,0.2207,0.001298,0.01085,
0.3655,0.2232,0.001342,0.01097,
0.3745,0.2418,0.001475,0.01232,
0.3835,0.2694,0.001646,0.01421,
0.3925,0.2925,0.001825,0.01477,
0.4015,0.2956,0.00191,0.01299,
0.4105,0.2538,0.00179,0.01168,
0.4195,0.2144,0.00166,0.009574,
0.4285,0.191,0.001598,0.008079,
0.4375,0.1718,0.001538,0.006929,
0.4465,0.1613,0.001521,0.006391,
0.4555,0.1544,0.00152,0.006228,
0.4645,0.1493,0.001432,0.005702,
0.4735,0.1472,0.001439,0.005674,
0.4825,0.1449,0.001456,0.005479,
0.4915,0.1428,0.001441,0.005343,
0.5005,0.145,0.001492,0.005434,
0.5095,0.1473,0.001529,0.005574,
0.5185,0.1494,0.001547,0.006905,
0.5275,0.1547,0.001604,0.007779,
0.5365,0.1671,0.001705,0.008225,
0.5455,0.1753,0.001767,0.008235,
0.5545,0.1923,0.001919,0.01192,
0.5635,0.2097,0.002041,0.01224,
0.5725,0.2219,0.002137,0.0116,
0.5815,0.2423,0.002325,0.01127,
0.5905,0.2571,0.002443,0.01035,
0.5995,0.266,0.00256,0.009401,
0.6085,0.2554,0.002508,0.008812,
0.6175,0.2308,0.00236,0.01118,
0.6265,0.1915,0.002108,0.0129,
0.6355,0.1623,0.001914,0.01306,
0.6445,0.1331,0.001726,0.01082,
0.6535,0.1031,0.001479,0.007239,
0.6625,0.08755,0.001341,0.006899,
0.6715,0.07142,0.0012,0.007749,
0.6805,0.05883,0.001065,0.005593,
0.6895,0.05117,0.0009866,0.003822,
0.6985,0.04121,0.0008662,0.002855,
0.7075,0.03385,0.0007508,0.002739,
0.7165,0.02906,0.0007746,0.003732,
0.7255,0.02438,0.0005739,0.003185,
0.7345,0.01898,0.0004523,0.002663,
0.7435,0.01443,0.0003369,0.002271,
0.7525,0.01061,0.0002482,0.0004184,
0.7615,0.005558,0.0001333,0.0002147,
0.975,0.2575,0.2689,0.02631,0.0247
0.2665,0.2935,0.001188,0.0271,
0.2755,0.278,0.0009813,0.02326,
0.2845,0.2709,0.0009729,0.02118,
0.2935,0.2635,0.000983,0.01977,
0.3025,0.2724,0.001042,0.01936,
0.3115,0.2932,0.001354,0.02031,
0.3205,0.3153,0.001458,0.02144,
0.3295,0.3097,0.001485,0.01867,
0.3385,0.2823,0.001427,0.0162,
0.3475,0.2535,0.001365,0.01401,
0.3565,0.2294,0.001321,0.01231,
0.3655,0.2215,0.001331,0.01174,
0.3745,0.2171,0.001359,0.01138,
0.3835,0.2238,0.001416,0.01186,
0.3925,0.2507,0.001564,0.01388,
0.4015,0.2791,0.001736,0.01547,
0.4105,0.2892,0.00182,0.014,
0.4195,0.2666,0.001754,0.0128,
0.4285,0.2236,0.001602,0.01074,
0.4375,0.1892,0.001502,0.008675,
0.4465,0.1697,0.001447,0.007375,
0.4555,0.1609,0.001442,0.006805,
0.4645,0.1483,0.001236,0.006178,
0.4735,0.1447,0.001273,0.005938,
0.4825,0.1425,0.00132,0.005778,
0.4915,0.1401,0.001339,0.005682,
0.5005,0.1403,0.001369,0.005664,
0.5095,0.1395,0.001414,0.005641,
0.5185,0.1462,0.001509,0.006005,
0.5275,0.1456,0.001515,0.006396,
0.5365,0.1465,0.001549,0.007437,
0.5455,0.1545,0.00163,0.007954,
0.5545,0.1624,0.001722,0.007426,
0.5635,0.1755,0.00184,0.01034,
0.5725,0.1872,0.001948,0.01149,
0.5815,0.2018,0.002071,0.01117,
0.5905,0.2264,0.002264,0.01134,
0.5995,0.2416,0.002383,0.01069,
0.6085,0.249,0.002481,0.009767,
0.6175,0.2504,0.002564,0.009134,
0.6265,0.233,0.002464,0.01019,
0.6355,0.2011,0.002287,0.01246,
0.6445,0.1691,0.002067,0.0137,
0.6535,0.1421,0.001862,0.01337,
0.6625,0.1138,0.001656,0.008358,
0.6715,0.09518,0.001524,0.006972,
0.6805,0.07756,0.001374,0.007418,
0.6895,0.06261,0.001184,0.00615,
0.6985,0.05449,0.00112,0.004178,
0.7075,0.0449,0.0009964,0.003103,
0.7165,0.03634,0.0008647,0.002859,
0.7255,0.03187,0.0008036,0.003499,
0.7345,0.02449,0.0006611,0.003081,
0.7435,0.02052,0.0005634,0.002778,
0.7525,0.01576,0.000462,0.002432,
0.7615,0.01025,0.0003124,0.0002836,
0.7705,0.005477,0.0001711,0.0001431,
1.025,0.2755,0.2925,0.007867,0.02951
0.2845,0.2706,0.001232,0.02417,
0.2935,0.2663,0.00104,0.02224,
0.3025,0.2643,0.001034,0.02078,
0.3115,0.2649,0.001065,0.02032,
0.3205,0.2836,0.001149,0.02125,
0.3295,0.3064,0.001246,0.02266,
0.3385,0.3095,0.001542,0.02016,
0.3475,0.2826,0.00149,0.01761,
0.3565,0.2515,0.00141,0.01493,
0.3655,0.2292,0.001365,0.01316,
0.3745,0.2156,0.001346,0.01213,
0.3835,0.212,0.001372,0.01171,
0.3925,0.2198,0.001426,0.01227,
0.4015,0.2382,0.00154,0.01377,
0.4105,0.2638,0.001698,0.01562,
0.4195,0.2829,0.001836,0.01527,
0.4285,0.2727,0.001828,0.0137,
0.4375,0.2335,0.00167,0.01201,
0.4465,0.1925,0.001509,0.00945,
0.4555,0.1725,0.001447,0.008055,
0.4645,0.1599,0.001218,0.007293,
0.4735,0.1479,0.001192,0.006602,
0.4825,0.141,0.001171,0.006197,
0.4915,0.137,0.001187,0.006028,
0.5005,0.1333,0.001192,0.005707,
0.5095,0.1354,0.001238,0.005755,
0.5185,0.1345,0.001264,0.005729,
0.5275,0.1341,0.001283,0.005702,
0.5365,0.1305,0.001277,0.005489,
0.5455,0.1391,0.001375,0.007117,
0.5545,0.1412,0.001421,0.00755,
0.5635,0.1516,0.001522,0.007725,
0.5725,0.1596,0.001596,0.009088,
0.5815,0.1721,0.00172,0.01091,
0.5905,0.1914,0.001884,0.01117,
0.5995,0.2064,0.00203,0.01096,
0.6085,0.2278,0.002207,0.0108,
0.6175,0.2401,0.002367,0.01041,
0.6265,0.2423,0.00244,0.009581,
0.6355,0.2282,0.002379,0.009431,
0.6445,0.2029,0.002282,0.01171,
0.6535,0.1713,0.002062,0.01267,
0.6625,0.1363,0.001823,0.01156,
0.6715,0.109,0.001631,0.008248,
0.6805,0.08875,0.001475,0.006205,
0.6895,0.07419,0.001322,0.006625,
0.6985,0.06082,0.001207,0.006068,
0.7075,0.05014,0.001066,0.004722,
0.7165,0.0396,0.0009276,0.002688,
0.7255,0.03405,0.0008407,0.002663,
0.7345,0.02879,0.0007503,0.003129,
0.7435,0.0229,0.0006468,0.002881,
0.7525,0.02013,0.0005741,0.00272,
0.7615,0.01485,0.0004416,0.002284,
0.7705,0.009887,0.0003095,0.0002817,
0.7795,0.005734,0.0001828,0.0001659,
1.075,0.2845,0.2786,0.00302,0.03043
0.2935,0.2723,0.001662,0.02647,
0.3025,0.2621,0.001358,0.02331,
0.3115,0.2571,0.001104,0.02161,
0.3205,0.2584,0.0011,0.0211,
0.3295,0.2781,0.001186,0.02227,
0.3385,0.3015,0.001287,0.02348,
0.3475,0.3051,0.001327,0.02148,
0.3565,0.2845,0.001564,0.01918,
0.3655,0.2543,0.001475,0.01612,
0.3745,0.2276,0.001401,0.01395,
0.3835,0.208,0.001375,0.01249,
0.3925,0.2063,0.001394,0.01213,
0.4015,0.2087,0.00142,0.01215,
0.4105,0.2259,0.001526,0.01353,
0.4195,0.2468,0.001669,0.01515,
0.4285,0.2741,0.001837,0.01623,
0.4375,0.2768,0.001886,0.01484,
0.4465,0.2403,0.001737,0.01312,
0.4555,0.1994,0.001555,0.01064,
0.4645,0.1728,0.001237,0.008732,
0.4735,0.1571,0.001207,0.007627,
0.4825,0.1481,0.001189,0.007094,
0.4915,0.139,0.001179,0.006513,
0.5005,0.1344,0.001181,0.006268,
0.5095,0.1308,0.001186,0.005992,
0.5185,0.1289,0.001199,0.005899,
0.5275,0.1258,0.00119,0.005678,
0.5365,0.1285,0.00122,0.005829,
0.5455,0.1259,0.001206,0.005632,
0.5545,0.1302,0.001252,0.006588,
0.5635,0.135,0.001298,0.00743,
0.5725,0.14,0.001359,0.007654,
0.5815,0.1487,0.001439,0.008372,
0.5905,0.1574,0.001506,0.0102,
0.5995,0.1693,0.001603,0.01022,
0.6085,0.1861,0.001782,0.01027,
0.6175,0.2065,0.001928,0.01032,
0.6265,0.2171,0.002045,0.01001,
0.6355,0.222,0.00213,0.009261,
0.6445,0.2138,0.002139,0.00902,
0.6535,0.1916,0.002025,0.01042,
0.6625,0.1611,0.001846,0.01157,
0.6715,0.1347,0.001665,0.01308,
0.6805,0.108,0.001485,0.008392,
0.6895,0.08943,0.001347,0.006126,
0.6985,0.0696,0.001181,0.005965,
0.7075,0.05838,0.001061,0.005851,
0.7165,0.05082,0.001038,0.004464,
0.7255,0.04153,0.000923,0.002829,
0.7345,0.03407,0.0007964,0.00267,
0.7435,0.02765,0.0007045,0.003051,
0.7525,0.02289,0.0006237,0.002893,
0.7615,0.01758,0.0004901,0.002389,
0.7705,0.01375,0.0004192,0.002145,
0.7795,0.009585,0.0002958,0.0003081,
0.7885,0.004853,0.0001544,0.0001515,
1.125,0.3025,0.2741,0.00309,0.02914
0.3115,0.2576,0.001743,0.02483,
0.3205,0.2495,0.001487,0.02222,
0.3295,0.2523,0.001199,0.02194,
0.3385,0.2665,0.001206,0.0223,
0.3475,0.2928,0.001327,0.02371,
0.3565,0.3048,0.001388,0.0232,
0.3655,0.2848,0.00135,0.02023,
0.3745,0.2538,0.001278,0.01724,
0.3835,0.228,0.001483,0.01509,
0.3925,0.2033,0.001401,0.01298,
0.4015,0.1988,0.001409,0.01451,
0.4105,0.2003,0.001433,0.01244,
0.4195,0.2096,0.001491,0.01312,
0.4285,0.2338,0.001655,0.01499,
0.4375,0.2613,0.00183,0.01654,
0.4465,0.2649,0.001877,0.01501,
0.4555,0.2431,0.001801,0.01374,
0.4645,0.1998,0.00132,0.01109,
0.4735,0.1734,0.001236,0.00927,
0.4825,0.1599,0.001211,0.008258,
0.4915,0.1459,0.00117,0.007435,
0.5005,0.1369,0.001145,0.006936,
0.5095,0.1317,0.00114,0.006527,
0.5185,0.1261,0.001135,0.006184,
0.5275,0.1252,0.001158,0.006095,
0.5365,0.1245,0.001176,0.006019,
0.5455,0.1241,0.001211,0.00591,
0.5545,0.1219,0.001213,0.005788,
0.5635,0.1248,0.001251,0.006212,
0.5725,0.1283,0.001297,0.007243,
0.5815,0.1325,0.001345,0.007615,
0.5905,0.1414,0.00141,0.008037,
0.5995,0.1515,0.001485,0.009774,
0.6085,0.1612,0.001558,0.009636,
0.6175,0.1732,0.001657,0.009854,
0.6265,0.1891,0.001779,0.01012,
0.6355,0.2037,0.001903,0.01005,
0.6445,0.2147,0.002023,0.009784,
0.6535,0.2086,0.002019,0.009333,
0.6625,0.1815,0.001838,0.009733,
0.6715,0.1568,0.001709,0.0111,
0.6805,0.1289,0.001547,0.01088,
0.6895,0.1004,0.001326,0.00809,
0.6985,0.08345,0.001213,0.005678,
0.7075,0.06772,0.001119,0.00569,
0.7165,0.05569,0.0009874,0.005561,
0.7255,0.0457,0.0008845,0.003503,
0.7345,0.03729,0.0008015,0.002537,
0.7435,0.03124,0.0007397,0.00364,
0.7525,0.02548,0.000641,0.002932,
0.7615,0.02022,0.0005348,0.002575,
0.7705,0.01709,0.000468,0.002351,
0.7795,0.01281,0.000369,0.002051,
0.7885,0.007427,0.0002371,0.0002471,
0.7975,0.003316,0.0001098,0.0001038,
1.175,0.3205,0.259,0.003249,0.02746
0.3295,0.2542,0.001907,0.02457,
0.3385,0.2506,0.001794,0.02335,
0.3475,0.261,0.001361,0.02301,
0.3565,0.2855,0.001371,0.02444,
0.3655,0.2971,0.001431,0.02387,
0.3745,0.2859,0.001422,0.02175,
0.3835,0.2554,0.001335,0.01847,
0.3925,0.2268,0.001267,0.01599,
0.4015,0.2041,0.00121,0.01386,
0.4105,0.2004,0.001491,0.01537,
0.4195,0.1975,0.00149,0.0133,
0.4285,0.2029,0.001527,0.01334,
0.4375,0.2198,0.001658,0.01476,
0.4465,0.2427,0.001798,0.01619,
0.4555,0.2597,0.001928,0.0159,
0.4645,0.2396,0.001532,0.01424,
0.4735,0.2052,0.001396,0.01209,
0.4825,0.1705,0.001268,0.009615,
0.4915,0.1556,0.001216,0.00844,
0.5005,0.1429,0.001175,0.007542,
0.5095,0.1361,0.001164,0.007196,
0.5185,0.1268,0.001136,0.006631,
0.5275,0.122,0.001124,0.00626,
0.5365,0.1188,0.001117,0.006067,
0.5455,0.1189,0.001131,0.006012,
0.5545,0.1214,0.001174,0.006176,
0.5635,0.122,0.001196,0.006211,
0.5725,0.1214,0.001197,0.006294,
0.5815,0.1239,0.001237,0.007187,
0.5905,0.1288,0.001298,0.007645,
0.5995,0.1329,0.001345,0.007743,
0.6085,0.1436,0.001444,0.009324,
0.6175,0.1534,0.001531,0.009992,
0.6265,0.1632,0.001608,0.009687,
0.6355,0.1797,0.001759,0.01007,
0.6445,0.193,0.00189,0.01001,
0.6535,0.1959,0.001941,0.009407,
0.6625,0.1922,0.001957,0.00895,
0.6715,0.1756,0.00186,0.009504,
0.6805,0.1503,0.001701,0.01067,
0.6895,0.1231,0.001512,0.01044,
0.6985,0.09747,0.00133,0.007805,
0.7075,0.08153,0.001201,0.005583,
0.7165,0.06345,0.001055,0.005342,
0.7255,0.05136,0.0009204,0.005069,
0.7345,0.04207,0.0008224,0.00315,
0.7435,0.03689,0.0007722,0.002538,
0.7525,0.02934,0.0006783,0.003045,
0.7615,0.02358,0.0005937,0.002866,
0.7705,0.02068,0.000511,0.002665,
0.7795,0.01479,0.0004034,0.002084,
0.7885,0.01168,0.0003256,0.001216,
0.7975,0.00694,0.0002057,0.0002394,
0.8065,0.002452,0.00007216,0.00008232,
1.225,0.3385,0.2471,0.003621,0.02611
0.3475,0.2476,0.002074,0.02497,
0.3565,0.2521,0.002417,0.02383,
0.3655,0.2786,0.001597,0.02507,
0.3745,0.2865,0.001494,0.02429,
0.3835,0.2776,0.001459,0.0221,
0.3925,0.2493,0.001381,0.01898,
0.4015,0.2212,0.001302,0.01647,
0.4105,0.205,0.001275,0.01492,
0.4195,0.195,0.001246,0.01577,
0.4285,0.193,0.001534,0.01363,
0.4375,0.1988,0.001571,0.0138,
0.4465,0.2126,0.00169,0.01498,
0.4555,0.2341,0.001824,0.01667,
0.4645,0.2506,0.001632,0.01647,
0.4735,0.2435,0.001616,0.01527,
0.4825,0.2018,0.001438,0.01262,
0.4915,0.1706,0.001315,0.01017,
0.5005,0.1507,0.001238,0.008655,
0.5095,0.1362,0.001188,0.007664,
0.5185,0.1311,0.001184,0.007341,
0.5275,0.126,0.001173,0.0069,
0.5365,0.1228,0.001176,0.00671,
0.5455,0.1189,0.001161,0.006424,
0.5545,0.1147,0.00115,0.006073,
0.5635,0.1138,0.001156,0.006079,
0.5725,0.1142,0.001166,0.005997,
0.5815,0.1135,0.001182,0.005912,
0.5905,0.1181,0.001218,0.006968,
0.5995,0.1224,0.001264,0.007584,
0.6085,0.1257,0.001295,0.007553,
0.6175,0.1346,0.001375,0.008876,
0.6265,0.1433,0.001444,0.009518,
0.6355,0.155,0.001536,0.009485,
0.6445,0.1718,0.001662,0.009971,
0.6535,0.1832,0.001772,0.00999,
0.6625,0.1873,0.001834,0.009498,
0.6715,0.1826,0.00186,0.009042,
0.6805,0.1735,0.001832,0.009827,
0.6895,0.1406,0.001615,0.01022,
0.6985,0.1178,0.001459,0.01013,
0.7075,0.09405,0.001304,0.00756,
0.7165,0.0742,0.001129,0.005149,
0.7255,0.05858,0.000998,0.005038,
0.7345,0.05107,0.0009488,0.004968,
0.7435,0.03991,0.0008189,0.002867,
0.7525,0.03331,0.000744,0.002404,
0.7615,0.02721,0.0006623,0.002471,
0.7705,0.02218,0.0005565,0.002756,
0.7795,0.01777,0.000488,0.002333,
0.7885,0.01417,0.0003931,0.00206,
0.7975,0.009812,0.0002898,0.0003533,
0.8065,0.005707,0.0001726,0.0002117,
1.275,0.3565,0.2459,0.004318,0.02704
0.3655,0.2515,0.002335,0.02534,
0.3745,0.2819,0.004825,0.02757,
0.3835,0.2799,0.00185,0.0251,
0.3925,0.2689,0.00158,0.02241,
0.4015,0.2381,0.001411,0.01916,
0.4105,0.2134,0.001331,0.01658,
0.4195,0.1954,0.001293,0.0148,
0.4285,0.1857,0.00127,0.01513,
0.4375,0.1882,0.001307,0.01426,
0.4465,0.1949,0.001348,0.01435,
0.4555,0.2088,0.001728,0.01541,
0.4645,0.2325,0.001573,0.01736,
0.4735,0.2468,0.001662,0.01727,
0.4825,0.2331,0.00162,0.01542,
0.4915,0.1993,0.001476,0.01307,
0.5005,0.1697,0.001361,0.01077,
0.5095,0.1495,0.00128,0.009135,
0.5185,0.1349,0.001231,0.008027,
0.5275,0.1263,0.001198,0.007341,
0.5365,0.1204,0.001174,0.00694,
0.5455,0.1148,0.001156,0.006466,
0.5545,0.1108,0.001152,0.006178,
0.5635,0.1115,0.001169,0.006233,
0.5725,0.1103,0.001186,0.006175,
0.5815,0.1097,0.001182,0.006091,
0.5905,0.1129,0.001222,0.006149,
0.5995,0.1147,0.001245,0.006991,
0.6085,0.1173,0.001279,0.007459,
0.6175,0.1227,0.001335,0.007686,
0.6265,0.13,0.001401,0.008702,
0.6355,0.1391,0.00148,0.009493,
0.6445,0.1491,0.001556,0.009035,
0.6535,0.1641,0.001682,0.009869,
0.6625,0.1698,0.001737,0.009583,
0.6715,0.1795,0.001858,0.009619,
0.6805,0.1724,0.001823,0.008911,
0.6895,0.1585,0.001744,0.009273,
0.6985,0.1365,0.00158,0.01019,
0.7075,0.1088,0.001387,0.01076,
0.7165,0.08914,0.00124,0.007051,
0.7255,0.06837,0.001049,0.004819,
0.7345,0.056,0.0009607,0.005062,
0.7435,0.04663,0.0008787,0.004366,
0.7525,0.03804,0.0007721,0.002624,
0.7615,0.03151,0.0007061,0.002286,
0.7705,0.02572,0.0006127,0.002548,
0.7795,0.02239,0.0005645,0.002833,
0.7885,0.01656,0.000446,0.002222,
0.7975,0.01255,0.0003523,0.00191,
0.8065,0.008005,0.0002403,0.0003209,
0.8155,0.003878,0.0001178,0.0001408,
1.325,0.2305,0.3492,0.001937,0.02162
0.2395,0.3445,0.00211,0.01945,
0.2485,0.3338,0.002287,0.01745,
0.2575,0.333,0.002378,0.01635,
0.2665,0.3314,0.002431,0.0152,
0.2755,0.3248,0.002491,0.01408,
0.2845,0.3249,0.002533,0.01341,
0.2935,0.3223,0.002571,0.0129,
0.3025,0.3214,0.002663,0.01269,
0.3115,0.318,0.002764,0.01109,
0.3205,0.3096,0.002809,0.01022,
0.3295,0.3032,0.00291,0.0124,
0.3385,0.3019,0.003109,0.008986,
0.3475,0.2942,0.003284,0.008508,
0.3565,0.2916,0.00348,0.008429,
0.3655,0.2904,0.003661,0.009403,
0.3745,0.2917,0.003594,0.02329,
0.3835,0.2997,0.002575,0.02188,
0.3925,0.3068,0.002592,0.01852,
0.4015,0.2932,0.002355,0.01763,
0.4105,0.2621,0.002166,0.01614,
0.4195,0.2344,0.002088,0.0137,
0.4285,0.2111,0.002024,0.01158,
0.4375,0.2007,0.0021,0.01101,
0.4465,0.1991,0.002184,0.01136,
0.4555,0.2076,0.002338,0.01257,
0.4645,0.2185,0.002452,0.01478,
0.4735,0.2311,0.00287,0.01737,
0.4825,0.2606,0.00338,0.0171,
0.4915,0.2401,0.00336,0.01449,
0.5005,0.2177,0.003077,0.01479,
0.5095,0.1733,0.002029,0.01112,
0.5185,0.1569,0.002017,0.009156,
0.5275,0.1371,0.001858,0.007398,
0.5365,0.1211,0.001205,0.007472,
0.5455,0.1268,0.001877,0.006352,
0.5545,0.1213,0.001861,0.005958,
0.5635,0.1203,0.001929,0.005771,
0.5725,0.1169,0.001979,0.005579,
0.5815,0.1127,0.00184,0.005321,
0.5905,0.1102,0.00194,0.005285,
0.5995,0.1119,0.001972,0.00554,
0.6085,0.1174,0.002089,0.007182,
0.6175,0.1181,0.002089,0.007895,
0.6265,0.1258,0.002298,0.00866,
0.6355,0.13,0.002371,0.008588,
0.6445,0.1317,0.001472,0.009097,
0.6535,0.1472,0.002685,0.009541,
0.6625,0.1569,0.003052,0.009898,
0.6715,0.1711,0.003389,0.00989,
0.6805,0.1662,0.001816,0.009237,
0.6895,0.1693,0.003753,0.009285,
0.6985,0.1484,0.001718,0.009022,
0.7075,0.1271,0.003551,0.01194,
0.7165,0.1084,0.003362,0.01188,
0.7255,0.08137,0.001199,0.006339,
0.7345,0.0656,0.001062,0.004786,
0.7435,0.05167,0.000934,0.005011,
0.7525,0.04331,0.0008435,0.003788,
0.7615,0.03472,0.0007471,0.002373,
0.7705,0.02807,0.0006511,0.002171,
0.7795,0.0235,0.000589,0.002622,
0.7885,0.01891,0.0005109,0.002442,
0.7975,0.01497,0.0004146,0.002082,
0.8065,0.0107,0.0003166,0.001723,
0.8155,0.006752,0.0002048,0.0002721,
0.8245,0.002195,0.0000708,0.00008707,
1.375,0.2395,0.3394,0.0021,0.01984
0.2485,0.3327,0.002175,0.01795,
0.2575,0.3328,0.00232,0.01668,
0.2665,0.3418,0.00261,0.01623,
0.2755,0.3291,0.002561,0.01566,
0.2845,0.3207,0.002579,0.01432,
0.2935,0.3194,0.002669,0.01369,
0.3025,0.314,0.002664,0.013,
0.3115,0.3129,0.002698,0.01272,
0.3205,0.3106,0.002753,0.01117,
0.3295,0.3194,0.002914,0.01098,
0.3385,0.2993,0.002903,0.01324,
0.3475,0.2875,0.002925,0.00886,
0.3565,0.28,0.002968,0.008312,
0.3655,0.2746,0.003082,0.008127,
0.3745,0.2747,0.003234,0.009144,
0.3835,0.2927,0.003638,0.01372,
0.3925,0.2996,0.005383,0.02394,
0.4015,0.3069,0.00274,0.01952,
0.4105,0.2901,0.002512,0.01668,
0.4195,0.2538,0.002525,0.01624,
0.4285,0.2287,0.001959,0.01411,
0.4375,0.2038,0.001879,0.01163,
0.4465,0.1824,0.001596,0.01252,
0.4555,0.1937,0.001933,0.01152,
0.4645,0.1989,0.002028,0.01236,
0.4735,0.21,0.002124,0.0146,
0.4825,0.2341,0.002373,0.01766,
0.4915,0.2575,0.002662,0.01605,
0.5005,0.2437,0.002576,0.01365,
0.5095,0.2086,0.002359,0.01471,
0.5185,0.1776,0.002232,0.01177,
0.5275,0.1528,0.002055,0.008828,
0.5365,0.1394,0.002002,0.007236,
0.5455,0.132,0.002041,0.00628,
0.5545,0.1175,0.002125,0.006114,
0.5635,0.1127,0.002145,0.005755,
0.5725,0.1161,0.002105,0.005128,
0.5815,0.1159,0.002236,0.005116,
0.5905,0.1081,0.002301,0.005377,
0.5995,0.1038,0.001217,0.006304,
0.6085,0.1111,0.002469,0.006161,
0.6175,0.101,0.001224,0.006558,
0.6265,0.1073,0.001886,0.006901,
0.6355,0.111,0.001341,0.007358,
0.6445,0.114,0.001363,0.007909,
0.6535,0.1351,0.002339,0.009899,
0.6625,0.1313,0.001534,0.008467,
0.6715,0.1399,0.001608,0.008765,
0.6805,0.1531,0.001756,0.009317,
0.6895,0.1608,0.001844,0.009113,
0.6985,0.1541,0.001815,0.008744,
0.7075,0.1392,0.001723,0.009177,
0.7165,0.1143,0.001504,0.009212,
0.7255,0.09648,0.001374,0.008811,
0.7345,0.07864,0.001831,0.008013,
0.7435,0.05907,0.001574,0.006143,
0.7525,0.04883,0.001432,0.005847,
0.7615,0.03964,0.001306,0.004056,
0.7705,0.03378,0.001272,0.003257,
0.7795,0.02723,0.001143,0.002931,
